,latitude,longitude
0,37.7541839478958,-122.4065137873994
1,37.75416620694072,-122.42153361123906
2,37.758505841987684,-122.40615234615572
3,37.75654875319113,-122.42202512272397
4,37.760050551626094,-122.4213524418662
5,37.75949487517408,-122.42487369983886
6,37.760996869783455,-122.41312370743404
7,37.75054282250833,-122.41655854238532
8,37.75628817825093,-122.40873765927408
9,37.75724641714533,-122.40931471446184
10,37.749329349831456,-122.41079246439556
11,37.75135310287518,-122.41765884005434
12,37.75199246297621,-122.40421045324041
13,37.761429332623095,-122.41935005071524
14,37.766520788195436,-122.42466008924092
15,37.759955138352105,-122.42410641814494
16,37.75870166523213,-122.42124003051887
17,37.76147948623888,-122.41571353188469
18,37.75939066340097,-122.42116735753423
19,37.749617823996026,-122.4181314197398
20,37.759585813647796,-122.41000109683405
21,37.75560550525029,-122.40671929926322
22,37.75052129599319,-122.40735678108759
23,37.76832742785572,-122.42505707071774
24,37.76888719167491,-122.42405987916307
25,37.75134305657279,-122.42265006283216
26,37.755069551371655,-122.41681709924057
27,37.762206498477674,-122.41989540417707
28,37.75385200146517,-122.41115766043129
29,37.76251893043086,-122.42428458725807
30,37.76531006688854,-122.42469052470317
31,37.763626659879094,-122.42538534156692
32,37.76814060434909,-122.42536756459259
33,37.758667648515726,-122.42387997289718
34,37.761482053744295,-122.40925392305105
35,37.75399608902932,-122.41770632143594
36,37.75328433021465,-122.41185789807965
37,37.750282609140896,-122.41561941732044
38,37.758131816496665,-122.41411774554672
39,37.75754497349558,-122.42012521957732
40,37.76249604814942,-122.42260295756658
41,37.75804240295867,-122.42110106383629
42,37.75788359494436,-122.40753054788263
43,37.754564414774144,-122.41252638760092
44,37.75239754472986,-122.42448040014351
45,37.76911000754381,-122.41193446152616
46,37.768623444929254,-122.42443655528706
47,37.760662031470986,-122.4208267688101
48,37.758260176668095,-122.40833040110529
49,37.755961358466145,-122.40953015706768
50,37.75942336176793,-122.407542379533
51,37.759932313874714,-122.42136669190809
52,37.77021194835183,-122.42289864996941
53,37.75065685054285,-122.4234918406435
54,37.749449219104726,-122.4095555558233
55,37.75375109050484,-122.42520109079176
56,37.75641542425704,-122.41285126596114
57,37.76772248809532,-122.4221520406975
58,37.75151485225926,-122.42450179888884
59,37.754400534358474,-122.41250701086649
60,37.75309746814996,-122.41996790277355
61,37.7578040498004,-122.42144344598648
62,37.74970234786026,-122.40663746861223
63,37.76645744817736,-122.42535429433487
64,37.750897616344716,-122.4148136404558
65,37.75110864696127,-122.41873225693656
66,37.755262578068034,-122.42496642217907
67,37.756917888721276,-122.41116436354288
68,37.76096715422161,-122.4231304577762
69,37.758493711341174,-122.41579986838195
70,37.748254037981404,-122.41768159134364
71,37.75267808399354,-122.40753293400059
72,37.76455720635689,-122.4239801424316
73,37.75158800248462,-122.41876952844463
74,37.756184176195006,-122.42144703721624
75,37.756988702134436,-122.40856377104949
76,37.76313587058881,-122.40796537118395
77,37.74907405042183,-122.41240163699459
78,37.750835474194346,-122.42341140070398
79,37.758578220179146,-122.42223511169772
80,37.7591334594544,-122.41967552985778
81,37.757467930530545,-122.41259473911283
82,37.761718866629494,-122.42348307335553
83,37.76867194338203,-122.41785764787079
84,37.763795483729794,-122.4254479518118
85,37.77017333437953,-122.42157158108385
86,37.760252514271706,-122.4166306601792
87,37.75104087180397,-122.41866580669887
88,37.76764528145429,-122.4239504898658
89,37.75122694448777,-122.4183757591578
90,37.766675377697894,-122.41703248608896
91,37.76054445686175,-122.42167598287213
92,37.75110161115565,-122.42414324140991
93,37.76045876082791,-122.41904380864376
94,37.75311614759037,-122.4086314854194
95,37.757310782880424,-122.40953726667051
96,37.751743238315676,-122.41625259341328
97,37.76777714069825,-122.42433816649047
98,37.76121341212853,-122.40869073281904
99,37.75297176805135,-122.4128058427703
100,37.75833812822355,-122.42291278321207
101,37.76040328655157,-122.41550097420763
102,37.757539546279,-122.41061280697222
103,37.7527174181433,-122.4093400525747
104,37.760593626586015,-122.41855322010665
105,37.74851143557928,-122.41723306373363
106,37.758422779483645,-122.4119597916242
107,37.759964824157024,-122.41793937294555
108,37.76403192942281,-122.42482252301028
109,37.7496466322602,-122.41755255353752
110,37.76945630705847,-122.42270333001512
111,37.76829950292221,-122.42534313427879
112,37.76447219656424,-122.41847796330208
113,37.76896905583711,-122.41087555219187
114,37.759401801408245,-122.4181343536202
115,37.75991582043104,-122.41912832515557
116,37.75446375931464,-122.42247582480316
117,37.74984557280607,-122.42394280913165
118,37.76144060062031,-122.42130178716856
119,37.75327878626662,-122.41181023301823
120,37.750171973209476,-122.41734003781868
121,37.74936883470219,-122.42236639874248
122,37.76600670399875,-122.41833053687172
123,37.7486691834411,-122.42139350770174
124,37.76864954273474,-122.42456995952374
125,37.766011942765346,-122.42296852430364
126,37.75845745886824,-122.40866539981121
127,37.75792199649735,-122.41411823271535
128,37.75877364576977,-122.41081450478158
129,37.749791055472066,-122.408765535643
130,37.765730172796715,-122.42099756983772
131,37.76058001516992,-122.42540661068968
132,37.76730559723725,-122.42542005611269
133,37.75884750591211,-122.40594517990174
134,37.7684541879693,-122.421617208492
135,37.75696962239297,-122.40764870587265
136,37.748470169307616,-122.41723796017244
137,37.75597989143414,-122.41525210098827
138,37.770379436464246,-122.42225238756077
139,37.76725835246395,-122.42239476606501
140,37.760065376572655,-122.41865641971224
141,37.754543766684435,-122.4111000501522
142,37.75469124396013,-122.4226531917653
143,37.752395887585685,-122.4129407033478
144,37.76745760078517,-122.42323618841762
145,37.75796428693321,-122.41972550260029
146,37.75495391671289,-122.41683090864036
147,37.76400671440146,-122.41752819907026
148,37.74991627625699,-122.40821731786095
149,37.752435168281046,-122.41520276856102
150,37.75219563996593,-122.41700613208887
151,37.75465228839647,-122.41017577137434
152,37.75767012192128,-122.41740785268006
153,37.757423130842746,-122.42364935415071
154,37.76374504788257,-122.41249756662356
155,37.757505083804006,-122.4235015477084
156,37.76173049475885,-122.42565789801458
157,37.75522798161711,-122.41791706217413
158,37.75886312079055,-122.42311600844864
159,37.75631936972899,-122.4047789531847
160,37.748521062493744,-122.4212581389498
161,37.75574132794264,-122.41155886684764
162,37.76012321138089,-122.42501966802364
163,37.753004348441664,-122.40394296637496
164,37.7529874422779,-122.42424769734491
165,37.77002887805472,-122.42371336582814
166,37.75112586456496,-122.42306469440855
167,37.75498191404471,-122.41936094361841
168,37.759926826396594,-122.40821104682553
169,37.74905920738383,-122.41826659640104
170,37.76908890362389,-122.42398268582608
171,37.756951809913225,-122.41165157973927
172,37.753007269906064,-122.4040496024233
173,37.75646677903363,-122.4164391023367
174,37.753493840593535,-122.41958551663694
175,37.75317765807936,-122.42449416779768
176,37.760528705878585,-122.40904365087788
177,37.76108383346007,-122.4255709795786
178,37.76848690872807,-122.42066382229466
179,37.74981206956341,-122.41509524867416
180,37.757699318553684,-122.42005527100872
181,37.75781911137071,-122.41081244540337
182,37.756034877665634,-122.41120368565832
183,37.76673598081082,-122.4240911176264
184,37.749471882549045,-122.41856115186863
185,37.74923177659816,-122.41904656913523
186,37.76117255823007,-122.4190938928168
187,37.757234102709155,-122.41503854074548
188,37.76873486069773,-122.42457308804657
189,37.7695222673176,-122.42289338227428
190,37.7512366296742,-122.41046285934551
191,37.758628675071094,-122.41178925636144
192,37.76485673163222,-122.42510068286906
193,37.74961855093617,-122.42093823633068
194,37.76867916719865,-122.42253948801806
195,37.76740115470452,-122.42246609212783
196,37.751865305097745,-122.41946017901485
197,37.76097556330237,-122.42158079196122
198,37.761516301576506,-122.40821266359491
199,37.76215982326796,-122.42062296219895
200,37.75040546109643,-122.41107867237305
201,37.757833857687466,-122.4130873968818
202,37.75908235654047,-122.41819502312535
203,37.75958898534999,-122.42185461263465
204,37.75322970474086,-122.42489933162977
205,37.751211520018614,-122.40776313024996
206,37.76277859013464,-122.42400509037954
207,37.750103500855865,-122.41498101609443
208,37.75136487928179,-122.40896845485516
209,37.76070043662109,-122.40762217282294
210,37.75374292545422,-122.4034303226368
211,37.76443752133788,-122.40742893079651
212,37.76724431964386,-122.42128917828596
213,37.761510960884856,-122.42204535746812
214,37.764904772807625,-122.42390363351744
215,37.750234632301286,-122.41497206703843
216,37.75874294929672,-122.4132720164374
217,37.76159909960312,-122.4216489393893
218,37.76539393740079,-122.41839930864627
219,37.771424555259145,-122.42345052695032
220,37.7596703265252,-122.41478646501459
221,37.76207428943355,-122.40632940935352
222,37.757567277655575,-122.41939471332493
223,37.76847404077567,-122.42515839691656
224,37.75975847595048,-122.40711049519055
225,37.7598651145741,-122.41754003822213
226,37.75862522434,-122.41963866410185
227,37.771090032285095,-122.42401907230746
